,İlan Numarası,İlan Oluşturma Tarihi,İlan Güncelleme Tarihi,Türü,Kategorisi,Tipi,Net Metrekare,Brüt Metrekare,Oda Sayısı,Binanın Yaşı,Bulunduğu Kat,Binanın Kat Sayısı,Isıtma Tipi,Kullanım Durumu,Yapı Durumu,Yapı Tipi,Aidat,Tapu Durumu,Site İçerisinde,Depozito,Takas,Banyo Sayısı,Balkon Durumu,WC Sayısı,Fiyat Durumu,Price,Location,link,Eşya Durumu,Ada,Parsel,Balkon Sayısı,Balkon Tipi,Görüntülü Gezilebilir mi?,Banyo Metrekare,Balkon Metrekare,Salon Metrekare,WC Metrekare
397,16887073,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,5-10,13.Kat,27,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,13.000TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/innovia-3-kiralik-11-esyali-sehir-cephe-daire-16887073/,Eşyalı,,,,,,,,,
398,16883938,23 Şubat 2025,24 Şubat 2025,Konut,Kiralık,Daire,48 m²,59 m²,1+1,5-10,Bahçe Katı,7,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,27.000TL, Başakşehir - Kayabaşı Mahallesi,https://www.emlakjet.com//ilan/emlak-konut-basaksehirevleri-bahce-kullanimli-esyali-kiralik-11-16883938/,Eşyalı,,,,,,,,,
399,16849437,18 Şubat 2025,18 Şubat 2025,Konut,Kiralık,Daire,61 m²,80 m²,2+1,3,10.Kat,14,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,42.000TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/ful-esyli-2-oda1salon-inonu-mah-en-seckin-sit-7-24guvenlik-16849437/,Boş,,,,,,,,,
400,17280159,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,95 m²,2+1,21 Ve Üzeri,4.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Evet,,,1,Yok,,Genel Fiyat,22.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-yenisehir-mah-guvenlikli-sitede-21-esyali-daire-17280159/,Eşyalı,,,,,Hayır,,,,
401,17280148,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,50 m²,60 m²,1+1,21 Ve Üzeri,Bodrum Kat,4,Isıtma Yok,Boş,,,10 TL,Kooperatiften Tapu,Hayır,12000 TL,,1,Yok,,Genel Fiyat,12.000TL, Sultangazi - 50. Yıl Mahallesi,https://www.emlakjet.com//ilan/aydin-insaat-tan-50yil-mah-11-50m2-bodrum-kat-kira-12-000-esyali-17280148/,,,,,,,,,,
402,17280053,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,75 m²,90 m²,2+1,3,7.Kat,9,Merkezi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,,,1,Var,,Genel Fiyat,38.000TL, Pendik - Çınardere Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-site-icinde-ankara-cad-1dk-mesafeli-esyali-21-daire-17280053/,Eşyalı,,,,,Hayır,,,,
403,17279211,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,85 m²,2+1,16-20,1.Kat,9,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Evet,,,1,Yok,,Genel Fiyat,25.000TL, Pendik - Yenişehir Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-yenisehir-mah-guvenlikli-sitede-21-esyali-daire-17279211/,Eşyalı,,,,,Hayır,,,,
404,17278870,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,1 m²,70 m²,2+1,11-15,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,1,,,Genel Fiyat,20.000TL, Bahçelievler - Zafer Mahallesi,https://www.emlakjet.com//ilan/esyali-kiralik-daire-21-2-kat-depreme-dayanikli-17278870/,,375,7,,,,,,,
405,17277492,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,45 m²,60 m²,1+1,5-10,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,27.500TL, Ataşehir - İnönü Mahallesi,https://www.emlakjet.com//ilan/yeditepe-uni-alt-kapiya-50-mt-mesafede-sifir-esyali-11-daire-17277492/,Eşyalı,,,,,,,,,
406,17277283,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,35 m²,50 m²,1+1,21 Ve Üzeri,1.Kat,4,Klimalı,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,15.000TL, Fatih - Atikali Mahallesi,https://www.emlakjet.com//ilan/merkezi-konumda-temiz-tadilatli-17277283/,Boş,,,,,,,,,
407,17277229,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,75 m²,85 m²,2+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,Yok,1,,,Genel Fiyat,27.000TL, Eyüpsultan - Düğmeciler Mahallesi,https://www.emlakjet.com//ilan/eyup-dugmeciler-mah-21-3-kat-85-m2-kombili-kiralik-daire-17277229/,Boş,,,,,,,,,
408,17276825,04 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,,,,Müstakil Tapulu,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Silivri - Yeni Mahallesi,https://www.emlakjet.com//ilan/gelgor-gayrimenkul-den-yeni-mah-kiralik-sifir-daire-17276825/,Boş,,,,,,,,,
409,17276687,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,5-10,1.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,125 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,36.000TL, Ataşehir - Örnek Mahallesi,https://www.emlakjet.com//ilan/f-l-emlaktan-ornek-mah-genc-bina-17276687/,,,,,,,,,,
410,17276685,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,4.Kat,5,Kombi Doğalgaz,Boş,İkinci El,Betonarme,200 TL,Bilinmiyor,Hayır,,Yok,1,,,Genel Fiyat,35.000TL, Ümraniye - Atatürk Mahallesi,https://www.emlakjet.com//ilan/f-l-emlaktan-umraniye-carsi-metroya-2-dk-17276685/,,,,,,,,,,
411,17276634,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,120 m²,3+1,0 (Yeni),6.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,30.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/full-deniz-manzarali-ebeveyn-banyolu-yerden-isitmali-daireler-17276634/,Boş,,,,,,,,,
412,17276324,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,40 m²,55 m²,1+1,0 (Yeni),4.Kat,9,Merkezi (Pay Ölçer),Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,25.000TL, Pendik - Velibaba Mahallesi,https://www.emlakjet.com//ilan/pendik-aras-cadde-sitesinde-sifir-kiralik-11-daire-17276324/,Boş,,,,,,,,,
413,17276322,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,48 m²,68 m²,1+1,5-10,6.Kat,9,Merkezi (Pay Ölçer),Mülk Sahibi Oturuyor,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Pendik - Yayalar Mahallesi,https://www.emlakjet.com//ilan/pendik-metro-yani-selective-port-da-esyali-kiralik-11-daire-17276322/,Eşyalı,,,,,,,,,
414,17276156,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,40 m²,45 m²,1+1,4,Kot 1 (-1).Kat,6,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,19.000TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/para-dn-full-yeni-esyali-metro-bus-8-dk-11-daire-17276156/,Eşyalı,,,,,,,,,
415,17276153,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,5-10,Kot 2 (-2).Kat,3,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.000TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/sisli-metro-ya-15dk-yurume-mesafesinde-21-esyali-daire-17276153/,Eşyalı,,,,,,,,,
416,17276150,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,1,4.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,27.000TL, Şişli - Mecidiyeköy Mahallesi,https://www.emlakjet.com//ilan/cadde-uzeri-ful-sifir-esyali-21-genis-daire-yeni-bina-17276150/,Eşyalı,,,,,,,,,
417,17276147,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,80 m²,85 m²,2+1,16-20,Yüksek Giriş,7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,25.000TL, Şişli - Kuştepe Mahallesi,https://www.emlakjet.com//ilan/tramp-avm-karsisinda-esyasiz-bos-ferah-21-daire-17276147/,Boş,,,,,,,,,
418,17275777,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,120 m²,140 m²,3+1,21 Ve Üzeri,2.Kat,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,25.000TL, Pendik - Doğu Mahallesi,https://www.emlakjet.com//ilan/ada-dan-dogu-mh-carsi-icersinde-140m2-31-kiralik-daire-17275777/,Boş,,,,,,,,,
419,17275771,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,83 m²,90 m²,2+1,5-10,Bahçe Katı,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,14.500TL, Avcılar - Cihangir Mahallesi,https://www.emlakjet.com//ilan/avcilar-cihangir-21-metrobuse-yurume-mesafesi-kiralik-17275771/,Boş,,,,,,,,,
420,17275295,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,50 m²,65 m²,1+1,0 (Yeni),Düz Giriş (Zemin),7,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,17.500TL, Çekmeköy - Cumhuriyet Mahallesi,https://www.emlakjet.com//ilan/cekmekoy-tasdelen-cumhuriyet-mh-sifir-giriskati11-kiralik-daire-17275295/,Boş,,,,,,,,,
421,17275014,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,3+1,5-10,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,26.000TL, Beylikdüzü - Kavaklı Mahallesi,https://www.emlakjet.com//ilan/kavakli-cimen-park-kiralik-bahceli-esyali-31-daire-17275014/,Eşyalı,,,,,,,,,
422,17274725,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,84 m²,100 m²,3+1,1,Düz Giriş (Zemin),7,Yerden Isıtma,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,33.000TL, Pendik - Doğu Mahallesi,https://www.emlakjet.com//ilan/word-plus-dan-nefes-marin-de-net-84-m2-31-kiralik-daire-17274725/,Boş,,,,,,,,,
423,17274715,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,95 m²,115 m²,2+1,21 Ve Üzeri,Yüksek Giriş,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,150 TL,Arsa Tapulu,Hayır,22000 TL,Yok,1,Yok,1,Genel Fiyat,22.000TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-hurriyet-mah-ulasimi-kolay-21-firsat-kiralik-17274715/,Boş,11744,8,,,Hayır,,,,
424,17274644,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,75 m²,95 m²,2+1,11-15,1.Kat,3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,100 TL,Arsa Tapulu,Hayır,23000 TL,Yok,1,Var,1,Genel Fiyat,23.000TL, Kartal - Karlıktepe Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-karliktepe-mah-marmaraya-yurume-arakat-21-balkonlu-17274644/,Boş,11103,2,1,Açık Balkon,Hayır,,,,
425,17274281,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,2,Bahçe Katı,6,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,10000 TL,Yok,1,Yok,1,Genel Fiyat,10.000TL, Esenyurt - Pınar Mahallesi,https://www.emlakjet.com//ilan/esenyurt-pinar-mahallesi-11-70-m2-kiralik-daire-bahce-kat-2-yillik-temiz-bos-sifir-ayarinda-17274281/,Boş,174,16,,,Hayır,,,,
426,17274265,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,4,Bahçe Katı,6,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,10500 TL,Yok,1,Var,1,Genel Fiyat,10.500TL, Esenyurt - Yeşilkent Mahallesi,https://www.emlakjet.com//ilan/esenyurt-yesilkent-mahallesi-21-80-m2-kiralik-bos-daire-bahceli-bahce-kati-yeni-bina-17274265/,Boş,1096,16,1,Açık Teras,Hayır,,,,
427,17274235,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,0 (Yeni),Bahçe Katı,6,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,40000 TL,Yok,1,Yok,1,Genel Fiyat,23.500TL, Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com//ilan/yabanciya-uygun-suitable-for-a-foreigner-avcilar-denizkoskler-mahallesi-11-esyali-kiralik-daire-17274235/,Eşyalı,,11895,,,Hayır,,,,
428,17274168,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,110 m²,120 m²,3+1,21 Ve Üzeri,3.Kat,4,Kombi Doğalgaz,Boş,,,,Tapu Kaydı Yok,Hayır,,Yok,2,,,Genel Fiyat,22.000TL, Sultanbeyli - Abdurrahmangazi Mahallesi,https://www.emlakjet.com//ilan/petrolyolu-caddesinde-genis-31-kiralik-daire-17274168/,Boş,,,,,,,,,
429,17274157,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,80 m²,90 m²,1+1,0 (Yeni),2.Kat,6,Kombi Doğalgaz,Boş,Sıfır,Betonarme,,Kat Mülkiyeti,Hayır,50000 TL,Yok,1,Var,1,Genel Fiyat,28.500TL, Avcılar - Denizköşkler Mahallesi,https://www.emlakjet.com//ilan/yabanciya-uygun-suitable-for-a-foreigner-avcilar-denizkoskler-mah-sifir-11-31-esyali-kiralik-daire-17274157/,Eşyalı,,11895,,,Hayır,,,,
430,17274107,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,96 m²,113 m²,3+1,5-10,2.Kat,15,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,2,,,Genel Fiyat,40.000TL, Esenler - Havaalanı Mahallesi,https://www.emlakjet.com//ilan/tekbirden-emlak-konut-1-etap-kiralik-31-daire-17274107/,Boş,,,,,,,,,
431,17274077,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,55 m²,75 m²,1+1,11-15,9.Kat,9,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Ümraniye - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/beka-gm-mehmet-akif-mah-75m2-11-kiralik-daire-17274077/,Boş,,,,,,,,,
432,17273289,03 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,70 m²,80 m²,1+1,5-10,Çatı Katı,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Kat Mülkiyeti,Hayır,10500 TL,Yok,1,Var,1,Genel Fiyat,10.500TL, Esenyurt - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/esenyurt-kirac-hurriyet-mahallesi-11-cati-kati-kiralik-bos-daire-terasli-sehir-manzarali-17273289/,Boş,478,21,1,Açık Teras,Hayır,,,,
433,17272527,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,160 m²,200 m²,4+2,21 Ve Üzeri,5.Kat,5,Kat Kaloriferi,Boş,,,,Kat Mülkiyeti,Evet,,,2,Var,2,Genel Fiyat,49.000TL, Maltepe - Çınar Mahallesi,https://www.emlakjet.com//ilan/kucukyali-adalar-manzarali-kiralik-42-dubleks-daire-17272527/,,15802,8,,,,,,,
434,17272508,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,130 m²,135 m²,3+1,5-10,2.Kat,3,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,18.000TL, Arnavutköy - Taşoluk Mahallesi,https://www.emlakjet.com//ilan/tasoluk-da-belediye-ye-yakin-kiralik-daire-2-kat-31-135m2-17272508/,Boş,,,,,,,,,
435,17272216,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,33 m²,50 m²,1+1,4,4.Kat,17,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,27.000TL, Zeytinburnu - Maltepe Mahallesi,https://www.emlakjet.com//ilan/remax-duygu-ersoz-den-inistanbul-da-kiralik-11-daire-17272216/,Boş,,,,,,,,,
436,17271911,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,105 m²,2+1,21 Ve Üzeri,2.Kat,3,Kombi Doğalgaz,Kiracı Oturuyor,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,,,1,Var,,Genel Fiyat,17.500TL, Pendik - Ramazanoğlu Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-ramazanoglu-mah-acik-balkonlu-21-ara-kat-daire-17271911/,,,,,,Hayır,,,,
437,17271512,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,75 m²,1+1,16-20,Düz Giriş (Zemin),3,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,,,1,Yok,,Genel Fiyat,17.000TL, Pendik - Sülüntepe Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-suluntepe-mah-caddeye-yurume-mesafeli-11-daire-17271512/,,,,,,Hayır,,,,
438,17271335,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,18.500TL, Gaziosmanpaşa - Bağlarbaşı Mahallesi,https://www.emlakjet.com//ilan/ebattan-baglarbasinda-kiralik-21-85m2-ara-kat-daire-17271335/,Boş,,,,,,,,,
439,17271286,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2.5+1,21 Ve Üzeri,Müstakil,5,Kombi Doğalgaz,Boş,,,,Hisseli Tapu,Hayır,,Yok,1,,,Genel Fiyat,23.500TL, Kağıthane - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/uygun-emlaktan-merkezi-konumda-kiralik-31-daire-17271286/,Boş,,,,,,,,,
440,17271152,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,100 m²,115 m²,3+1,21 Ve Üzeri,1.Kat,2,Sobalı,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,15000 TL,Yok,1,Yok,1,Genel Fiyat,15.500TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-adnan-kahveci-metroya-yurume-31-firsat-kiralik-17271152/,Boş,,,,,Hayır,,,,
441,17270678,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,100 m²,120 m²,3+1,21 Ve Üzeri,8.Kat,9,Kombi Doğalgaz,Boş,İkinci El,Betonarme,200 TL,Kat Mülkiyeti,Evet,27500 TL,Yok,1,Var,1,Genel Fiyat,27.500TL, Kartal - Uğur Mumcu Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-ugurmumcu-mah-site-icinde-arakat-31-balkonlu-17270678/,Boş,10567,2,1,Açık Balkon,Hayır,,,,
442,17270585,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,0 (Yeni),2.Kat,5,Kombi Doğalgaz,Boş,Sıfır,Betonarme,400 TL,Tapu Kaydı Yok,Hayır,25000 TL,Yok,1,Var,1,Genel Fiyat,25.000TL, Kartal - Hürriyet Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-hurriyet-carsida-arakat-21-balkonlu-sifir-kiralik-17270585/,Boş,,,1,Açık Balkon,Hayır,,,,
443,17270387,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,70 m²,1+1,5-10,1.Kat,10,Merkezi (Pay Ölçer),Kiracı Oturuyor,,,,Kat Mülkiyeti,Hayır,,,1,,,Genel Fiyat,23.000TL, Sultanbeyli - Adil Mahallesi,https://www.emlakjet.com//ilan/seeworld-sinpas-liva-turkuaz-11-70m2-kiralik-liva-17270387/,,7224,9,,,,,,,
444,17270085,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,145 m²,165 m²,3+1,21 Ve Üzeri,3.Kat,7,Merkezi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,2,,,Genel Fiyat,32.000TL, Büyükçekmece - Mimaroba Mahallesi,https://www.emlakjet.com//ilan/mimaroba-emlak-bankasi-konutlarinda-kiralik-31-daire-17270085/,Boş,,,,,,,,,
445,17269554,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,85 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,35.000TL, Kağıthane - Gürsel Mahallesi,https://www.emlakjet.com//ilan/metrobuse-yakin-21-esyali-kiralik-daire-17269554/,Eşyalı,,,,,,,,,
446,17269257,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,45 m²,50 m²,1+1,21 Ve Üzeri,Bodrum Kat,7,Isıtma Yok,Boş,İkinci El,Betonarme,,Arsa Tapulu,Hayır,7000 TL,Yok,1,Var,,Genel Fiyat,7.000TL, Küçükçekmece - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/ikitelli-mehmet-akifte-kiralik-11-bodrum-kat-17269257/,Eşyalı,243,11,,,,,,,
447,17269234,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,60 m²,65 m²,1+1,21 Ve Üzeri,Düz Giriş (Zemin),7,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Arsa Tapulu,Hayır,15000 TL,Yok,1,Var,1,Genel Fiyat,10.000TL, Küçükçekmece - Mehmet Akif Mahallesi,https://www.emlakjet.com//ilan/ikitelli-mehmet-akifte-kiralik-11-giris-kat-17269234/,Eşyalı,150,3,,,,,,,
448,17269062,03 Mayıs 2025,03 Mayıs 2025,Konut,Kiralık,Daire,90 m²,100 m²,2+1,5-10,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,Yok,1,,,Genel Fiyat,16.000TL, Arnavutköy - İslambey Mahallesi,https://www.emlakjet.com//ilan/daf-yapi-dan-arnavutkoy-islambey-de-kiralik-daire-17269062/,Boş,,,,,,,,,
449,17267846,02 Mayıs 2025,02 Mayıs 2025,Konut,Kiralık,Daire,70 m²,90 m²,2+1,21 Ve Üzeri,1.Kat,4,Kombi Doğalgaz,Boş,İkinci El,Betonarme,,Tapu Kaydı Yok,Hayır,23500 TL,Yok,1,Var,2,Genel Fiyat,23.500TL, Kartal - Esentepe Mahallesi,https://www.emlakjet.com//ilan/mertcan-dan-esentepe-mah-metroya-yurume-arakat-21-balkonlu-kiralik-17267846/,Boş,,,1,Açık Balkon,Hayır,,,,
450,17266228,02 Mayıs 2025,04 Mayıs 2025,Konut,Kiralık,Daire,1 m²,69 m²,1+1,11-15,Yüksek Giriş,4,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,4,,,Genel Fiyat,15.000TL, Bahçelievler - Yenibosna Merkez Mahallesi,https://www.emlakjet.com//ilan/e5-metro-yakini-11-yukske-giris-daire-depreme-dayanikli-binadir-17266228/,,1473,12,,,,,,,
451,17265474,02 Mayıs 2025,02 Mayıs 2025,Konut,Kiralık,Daire,115 m²,125 m²,3+1,11-15,1.Kat,4,Kombi Doğalgaz,Boş,,,,Arsa Tapulu,Hayır,,,2,,,Genel Fiyat,40.000TL, Güngören - Gençosman Mahallesi,https://www.emlakjet.com//ilan/tuncay-dan-31-cadde-uzeri-ensar-hastanesi-karsisi-ferah-daire-17265474/,,,11188,,,,,,,
452,17264453,02 Mayıs 2025,02 Mayıs 2025,Konut,Kiralık,Daire,70 m²,75 m²,2+1,2,Kot 3 (-3).Kat,5,Kombi Doğalgaz,Boş,,,,Kat İrtifakı,Hayır,,,1,,,Genel Fiyat,40.000TL, Kağıthane - Merkez Mahallesi,https://www.emlakjet.com//ilan/tuncay-dan-merkezi-konumda-yeni-binada-metroya-5-dk-21-daire-17264453/,,8403,12,,,,,,,
453,17263279,02 Mayıs 2025,02 Mayıs 2025,Konut,Kiralık,Daire,48 m²,76 m²,1+1,0 (Yeni),2.Kat,7,Merkezi (Pay Ölçer),Boş,,,,Kat Mülkiyeti,Evet,,Yok,1,,,Genel Fiyat,30.000TL, Küçükçekmece - İnönü Mahallesi,https://www.emlakjet.com//ilan/halkali-brand-atakent-1-etap-kiralik-11-sifir-daire-76-m-17263279/,Boş,,,,,,,,,
454,17263141,02 Mayıs 2025,02 Mayıs 2025,Konut,Kiralık,Daire,85 m²,95 m²,2+1,11-15,4.Kat,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,36.500TL, Kağıthane - Çeliktepe Mahallesi,https://www.emlakjet.com//ilan/kiralik-21-esyali-lux-daire-muhtesem-terasi-ile-17263141/,Eşyalı,,,,,,,,,
455,17262999,01 Mayıs 2025,01 Mayıs 2025,Konut,Kiralık,Daire,80 m²,90 m²,2+1,21 Ve Üzeri,Bahçe Katı,4,Kombi Doğalgaz,Boş,,,,Kat Mülkiyeti,Hayır,,Yok,1,,,Genel Fiyat,14.000TL, Avcılar - Mustafa Kemal Paşa Mahallesi,https://www.emlakjet.com//ilan/ozan-dan-m-k-pasa-mahallesinde-caddeye-yakin-21-bahce-kati-17262999/,Boş,,,,,,,,,
